edad,estcivil,ingrmens,educacion,satlab,genero,familia
63,Soltero,5592,Universitario incompleto,Neutro,Hombre,3
35,Casado,2195,Bachillerato incompleto,Insatisfecho,Mujer,4
27,Soltero,1753,Bachillerato completo,Insatisfecho,Hombre,1
42,Casado,2338,Bachillerato incompleto,Satisfecho,Mujer,4
28,Soltero,1879,Universitario incompleto,Muy insatisfecho,Hombre,5
32,Casado,1753,Bachillerato incompleto,Neutro,Hombre,4
49,Soltero,5671,Universitario completo,Neutro,Mujer,1
43,Soltero,4439,Universitario completo,Satisfecho,Hombre,1
41,Casado,1927,Bachillerato incompleto,Insatisfecho,Hombre,5
32,Soltero,1958,Bachillerato completo,Muy insatisfecho,Hombre,1
47,Casado,3064,Universitario completo,Muy satisfecho,Mujer,2
56,Casado,1627,Bachillerato incompleto,Neutro,Mujer,2
54,Soltero,2259,Bachillerato completo,Insatisfecho,Hombre,1
43,Casado,1642,Bachillerato completo,Insatisfecho,Mujer,2
39,Soltero,2464,Bachillerato completo,Neutro,Mujer,1
49,Casado,2780,Bachillerato completo,Neutro,Mujer,4
35,Soltero,2037,Universitario completo,Satisfecho,Mujer,1
42,Casado,1864,Bachillerato completo,Neutro,Mujer,4
49,Soltero,3080,Bachillerato completo,Muy insatisfecho,Hombre,1
53,Soltero,4218,Universitario incompleto,Satisfecho,Mujer,1
59,Soltero,3538,Universitario completo,Muy satisfecho,Mujer,1
44,Casado,2401,Universitario incompleto,Muy satisfecho,Hombre,2
47,Soltero,2717,Bachillerato completo,Neutro,Hombre,1
38,Casado,1706,Bachillerato completo,Satisfecho,Mujer,2
31,Soltero,1690,Universitario incompleto,Muy insatisfecho,Mujer,1
61,Soltero,3491,Universitario completo,Satisfecho,Hombre,4
26,Casado,1611,Post-universitario,Muy insatisfecho,Mujer,4
50,Casado,3254,Universitario incompleto,Neutro,Mujer,2
40,Soltero,1895,Bachillerato completo,Muy insatisfecho,Hombre,1
60,Casado,2053,Universitario incompleto,Insatisfecho,Hombre,3
65,Soltero,1516,Universitario completo,Insatisfecho,Mujer,1
56,Soltero,2480,Bachillerato incompleto,Muy satisfecho,Hombre,1
45,Soltero,1674,Bachillerato incompleto,Satisfecho,Hombre,1
43,Soltero,2401,Bachillerato completo,Satisfecho,Hombre,1
43,Soltero,2622,Bachillerato completo,Neutro,Mujer,1
31,Casado,2243,Universitario completo,Satisfecho,Mujer,4
44,Soltero,2590,Universitario completo,Satisfecho,Hombre,2
47,Casado,2069,Bachillerato completo,Muy satisfecho,Mujer,2
69,Soltero,1769,Universitario completo,Satisfecho,Hombre,1
45,Casado,2116,Bachillerato completo,Muy satisfecho,Mujer,3
38,Casado,1958,Universitario completo,Satisfecho,Hombre,4
32,Casado,1753,Universitario incompleto,Muy satisfecho,Mujer,4
36,Soltero,1800,Bachillerato completo,Satisfecho,Hombre,2
40,Soltero,1800,Bachillerato completo,Satisfecho,Mujer,1
33,Soltero,3033,Bachillerato completo,Muy satisfecho,Mujer,3
42,Casado,1974,Universitario completo,Muy insatisfecho,Mujer,4
37,Soltero,1816,Bachillerato incompleto,Muy satisfecho,Mujer,5
49,Casado,1990,Bachillerato completo,Muy satisfecho,Mujer,3
66,Soltero,1690,Bachillerato incompleto,Muy satisfecho,Hombre,1
40,Soltero,1753,Bachillerato completo,Satisfecho,Mujer,1
43,Casado,1658,Bachillerato completo,Neutro,Mujer,4
39,Casado,1864,Universitario incompleto,Satisfecho,Mujer,3
34,Casado,1690,Universitario incompleto,Insatisfecho,Mujer,7
27,Casado,1721,Bachillerato completo,Muy insatisfecho,Mujer,4
31,Soltero,1832,Universitario completo,Muy insatisfecho,Hombre,1
53,Soltero,2859,Universitario completo,Muy satisfecho,Mujer,1
43,Soltero,1816,Bachillerato completo,Neutro,Hombre,1
51,Casado,2069,Bachillerato incompleto,Muy insatisfecho,Mujer,2
36,Casado,1974,Universitario incompleto,Insatisfecho,Hombre,3
25,Soltero,1816,Bachillerato completo,Muy satisfecho,Hombre,1
38,Soltero,1706,Bachillerato incompleto,Muy satisfecho,Mujer,3
27,Soltero,1769,Universitario incompleto,Satisfecho,Hombre,1
62,Casado,1800,Bachillerato incompleto,Muy insatisfecho,Mujer,2
33,Casado,2195,Bachillerato completo,Muy insatisfecho,Mujer,5
27,Soltero,1848,Bachillerato completo,Muy insatisfecho,Hombre,2
28,Soltero,2274,Universitario completo,Muy insatisfecho,Mujer,1
36,Soltero,2243,Universitario incompleto,Muy insatisfecho,Hombre,1
41,Soltero,2227,Bachillerato completo,Muy satisfecho,Mujer,1
66,Soltero,2717,Bachillerato incompleto,Insatisfecho,Hombre,1
36,Soltero,2101,Bachillerato completo,Neutro,Mujer,1
35,Casado,1864,Universitario incompleto,Satisfecho,Mujer,5
36,Casado,3049,Universitario completo,Insatisfecho,Hombre,5
39,Soltero,1943,Universitario incompleto,Satisfecho,Mujer,1
28,Soltero,1611,Universitario incompleto,Muy insatisfecho,Mujer,2
31,Soltero,1958,Bachillerato incompleto,Muy insatisfecho,Mujer,1
28,Casado,1627,Bachillerato incompleto,Neutro,Hombre,4
71,Soltero,2922,Bachillerato completo,Muy satisfecho,Mujer,1
43,Soltero,1642,Bachillerato incompleto,Insatisfecho,Mujer,3
41,Casado,2875,Post-universitario,Muy satisfecho,Hombre,5
67,Soltero,1895,Universitario incompleto,Satisfecho,Mujer,1
28,Soltero,1832,Bachillerato incompleto,Insatisfecho,Mujer,4
31,Soltero,1721,Universitario incompleto,Insatisfecho,Hombre,1
29,Soltero,2148,Universitario incompleto,Satisfecho,Mujer,1
44,Casado,2322,Bachillerato completo,Muy satisfecho,Mujer,4
50,Soltero,2069,Bachillerato completo,Muy satisfecho,Hombre,1
46,Soltero,3080,Universitario incompleto,Muy satisfecho,Mujer,1
52,Soltero,5434,Universitario completo,Satisfecho,Mujer,2
32,Soltero,1911,Universitario incompleto,Neutro,Mujer,1
37,Casado,3096,Post-universitario,Muy satisfecho,Mujer,4
39,Casado,2069,Bachillerato completo,Satisfecho,Mujer,2
40,Casado,2148,Universitario completo,Muy insatisfecho,Hombre,4
19,Soltero,1753,Bachillerato completo,Neutro,Hombre,1
56,Casado,5592,Bachillerato completo,Satisfecho,Mujer,2
46,Casado,2069,Universitario completo,Insatisfecho,Mujer,2
24,Casado,2227,Universitario incompleto,Muy satisfecho,Hombre,5
48,Soltero,1895,Bachillerato incompleto,Insatisfecho,Hombre,1
32,Casado,2195,Universitario completo,Muy insatisfecho,Hombre,4
56,Soltero,6935,Bachillerato completo,Muy satisfecho,Hombre,1
46,Soltero,1832,Bachillerato incompleto,Satisfecho,Hombre,1
43,Casado,2148,Universitario incompleto,Muy satisfecho,Mujer,3
63,Casado,5640,Bachillerato incompleto,Muy satisfecho,Mujer,2
39,Casado,1879,Bachillerato completo,Neutro,Hombre,2
69,Soltero,3254,Post-universitario,Neutro,Mujer,1
56,Casado,3744,Bachillerato incompleto,Muy satisfecho,Hombre,2
61,Soltero,2322,Universitario completo,Muy insatisfecho,Hombre,1
54,Soltero,5450,Universitario incompleto,Neutro,Mujer,1
23,Casado,1832,Universitario incompleto,Muy insatisfecho,Mujer,3
45,Casado,1642,Bachillerato completo,Insatisfecho,Hombre,2
44,Casado,1690,Universitario completo,Insatisfecho,Hombre,3
49,Casado,1958,Universitario incompleto,Muy insatisfecho,Mujer,2
44,Soltero,1943,Universitario incompleto,Neutro,Hombre,1
68,Soltero,1516,Bachillerato completo,Muy insatisfecho,Mujer,1
26,Soltero,1911,Universitario completo,Insatisfecho,Mujer,1
47,Casado,3128,Post-universitario,Muy satisfecho,Hombre,2
34,Soltero,1974,Bachillerato completo,Neutro,Mujer,1
33,Casado,1674,Universitario incompleto,Neutro,Mujer,4
41,Casado,1737,Bachillerato completo,Satisfecho,Hombre,2
46,Casado,3665,Bachillerato completo,Insatisfecho,Mujer,2
66,Casado,1548,Universitario completo,Muy insatisfecho,Hombre,2
37,Soltero,1753,Bachillerato incompleto,Muy satisfecho,Mujer,3
53,Casado,1927,Bachillerato completo,Satisfecho,Hombre,2
35,Soltero,1990,Bachillerato completo,Muy satisfecho,Mujer,1
63,Soltero,1800,Bachillerato incompleto,Insatisfecho,Hombre,1
36,Soltero,1879,Universitario incompleto,Neutro,Mujer,1
57,Soltero,1832,Bachillerato completo,Neutro,Hombre,1
54,Casado,1990,Bachillerato incompleto,Muy insatisfecho,Mujer,4
36,Casado,2211,Bachillerato completo,Satisfecho,Mujer,3
21,Soltero,1958,Bachillerato completo,Muy insatisfecho,Hombre,2
51,Soltero,3128,Bachillerato incompleto,Satisfecho,Hombre,1
51,Casado,5956,Bachillerato incompleto,Satisfecho,Mujer,2
54,Casado,1737,Bachillerato incompleto,Neutro,Hombre,2
48,Soltero,2338,Universitario incompleto,Insatisfecho,Mujer,1
41,Casado,5134,Universitario incompleto,Muy satisfecho,Mujer,6
48,Soltero,2669,Bachillerato incompleto,Insatisfecho,Hombre,1
61,Casado,4170,Universitario completo,Satisfecho,Mujer,2
29,Casado,1879,Post-universitario,Insatisfecho,Hombre,2
33,Casado,1769,Bachillerato incompleto,Satisfecho,Mujer,4
68,Casado,5624,Bachillerato completo,Muy satisfecho,Hombre,2
21,Casado,1627,Bachillerato completo,Insatisfecho,Hombre,3
31,Soltero,1864,Bachillerato incompleto,Muy insatisfecho,Mujer,3
49,Casado,2543,Bachillerato incompleto,Muy satisfecho,Hombre,2
27,Casado,1642,Bachillerato incompleto,Insatisfecho,Mujer,2
49,Soltero,2180,Bachillerato incompleto,Muy satisfecho,Mujer,1
50,Casado,2543,Bachillerato completo,Satisfecho,Mujer,2
37,Casado,2827,Post-universitario,Satisfecho,Hombre,2
26,Casado,1895,Universitario incompleto,Insatisfecho,Mujer,5
46,Casado,2195,Universitario incompleto,Insatisfecho,Hombre,2
30,Soltero,1785,Bachillerato completo,Neutro,Hombre,1
33,Soltero,2385,Bachillerato completo,Muy insatisfecho,Mujer,1
39,Soltero,2306,Bachillerato completo,Insatisfecho,Mujer,1
52,Casado,2985,Universitario incompleto,Muy satisfecho,Mujer,3
43,Casado,3523,Universitario completo,Muy satisfecho,Mujer,5
62,Casado,4376,Post-universitario,Satisfecho,Mujer,5
42,Soltero,2085,Bachillerato completo,Neutro,Hombre,1
52,Casado,2195,Bachillerato incompleto,Neutro,Mujer,2
58,Casado,3286,Bachillerato completo,Satisfecho,Mujer,5
45,Casado,2322,Universitario completo,Insatisfecho,Mujer,5
43,Soltero,2432,Universitario incompleto,Neutro,Mujer,1
32,Soltero,2116,Post-universitario,Muy insatisfecho,Mujer,1
27,Soltero,1927,Universitario incompleto,Muy satisfecho,Mujer,2
36,Soltero,2053,Post-universitario,Muy insatisfecho,Hombre,2
44,Casado,3839,Universitario completo,Satisfecho,Mujer,2
37,Soltero,2353,Bachillerato incompleto,Neutro,Mujer,1
41,Casado,2006,Bachillerato completo,Satisfecho,Mujer,3
44,Soltero,2464,Bachillerato completo,Muy satisfecho,Mujer,1
50,Soltero,1895,Universitario completo,Satisfecho,Hombre,1
44,Soltero,2132,Bachillerato completo,Muy insatisfecho,Mujer,1
30,Casado,2006,Bachillerato completo,Neutro,Mujer,4
58,Casado,5577,Post-universitario,Satisfecho,Mujer,2
36,Casado,2274,Universitario incompleto,Insatisfecho,Mujer,5
44,Casado,3349,Universitario incompleto,Muy satisfecho,Hombre,3
32,Casado,1816,Bachillerato incompleto,Muy insatisfecho,Mujer,2
30,Soltero,2022,Post-universitario,Neutro,Hombre,1
65,Soltero,1500,Universitario incompleto,Neutro,Hombre,1
37,Soltero,2338,Universitario incompleto,Satisfecho,Mujer,1
44,Soltero,2717,Post-universitario,Insatisfecho,Hombre,1
51,Casado,2085,Bachillerato completo,Satisfecho,Hombre,4
43,Casado,2180,Bachillerato completo,Muy satisfecho,Mujer,4
47,Casado,2622,Bachillerato completo,Insatisfecho,Mujer,3
53,Soltero,2654,Bachillerato completo,Neutro,Mujer,1
56,Soltero,2369,Bachillerato incompleto,Satisfecho,Mujer,1
65,Casado,1516,Bachillerato incompleto,Muy satisfecho,Hombre,2
45,Soltero,2764,Universitario incompleto,Muy insatisfecho,Mujer,1
43,Soltero,2022,Universitario completo,Insatisfecho,Hombre,1
43,Casado,2274,Post-universitario,Neutro,Hombre,4
57,Casado,5150,Universitario incompleto,Neutro,Hombre,4
44,Casado,1832,Bachillerato completo,Neutro,Hombre,6
58,Casado,1864,Bachillerato completo,Muy insatisfecho,Hombre,2
36,Casado,2575,Bachillerato completo,Satisfecho,Mujer,2
57,Casado,4344,Bachillerato incompleto,Neutro,Hombre,2
41,Casado,3744,Bachillerato completo,Muy satisfecho,Hombre,3
68,Soltero,4328,Bachillerato incompleto,Neutro,Mujer,1
46,Casado,2432,Universitario completo,Satisfecho,Hombre,2
40,Casado,2006,Bachillerato completo,Neutro,Mujer,5
19,Soltero,1769,Bachillerato completo,Muy insatisfecho,Hombre,1
40,Soltero,2480,Bachillerato incompleto,Satisfecho,Mujer,1
34,Casado,1800,Universitario completo,Muy insatisfecho,Mujer,3
27,Soltero,1611,Bachillerato incompleto,Muy insatisfecho,Hombre,1
56,Soltero,2211,Bachillerato completo,Neutro,Hombre,1
30,Soltero,1674,Bachillerato completo,Insatisfecho,Hombre,1
40,Soltero,1943,Universitario completo,Satisfecho,Hombre,3
53,Casado,1690,Bachillerato incompleto,Neutro,Hombre,2
58,Casado,2748,Bachillerato completo,Muy satisfecho,Hombre,5
20,Soltero,1690,Bachillerato completo,Muy insatisfecho,Hombre,1
53,Soltero,2306,Bachillerato completo,Neutro,Mujer,1
54,Soltero,3886,Universitario incompleto,Insatisfecho,Mujer,1
54,Soltero,2227,Post-universitario,Satisfecho,Mujer,1
39,Soltero,4960,Universitario completo,Muy satisfecho,Hombre,1
59,Soltero,1532,Bachillerato incompleto,Insatisfecho,Hombre,1
66,Casado,1658,Bachillerato completo,Insatisfecho,Mujer,3
28,Casado,1753,Universitario completo,Neutro,Hombre,3
29,Casado,1642,Bachillerato incompleto,Insatisfecho,Mujer,4
26,Soltero,1737,Bachillerato completo,Insatisfecho,Hombre,4
54,Casado,3760,Bachillerato completo,Neutro,Mujer,6
31,Casado,2069,Bachillerato incompleto,Neutro,Hombre,2
65,Casado,5814,Bachillerato incompleto,Neutro,Hombre,5
21,Soltero,1674,Bachillerato incompleto,Insatisfecho,Mujer,1
31,Casado,2053,Universitario incompleto,Satisfecho,Mujer,4
36,Casado,2432,Universitario completo,Muy insatisfecho,Hombre,2
37,Casado,2069,Universitario completo,Muy satisfecho,Mujer,2
34,Casado,1832,Universitario incompleto,Insatisfecho,Mujer,2
48,Soltero,2717,Bachillerato completo,Insatisfecho,Hombre,1
24,Soltero,1848,Universitario incompleto,Neutro,Mujer,1
46,Soltero,4597,Universitario completo,Neutro,Mujer,1
33,Casado,2069,Bachillerato completo,Satisfecho,Hombre,4
34,Soltero,2006,Universitario completo,Satisfecho,Hombre,1
52,Casado,1895,Universitario incompleto,Muy insatisfecho,Mujer,4
33,Soltero,1848,Bachillerato incompleto,Satisfecho,Mujer,4
32,Casado,2069,Universitario incompleto,Muy insatisfecho,Mujer,3
36,Casado,2480,Bachillerato completo,Satisfecho,Mujer,2
55,Soltero,1642,Universitario incompleto,Satisfecho,Hombre,1
48,Soltero,3301,Universitario incompleto,Muy insatisfecho,Hombre,1
27,Casado,1674,Bachillerato incompleto,Muy insatisfecho,Hombre,7
69,Casado,1737,Bachillerato incompleto,Muy insatisfecho,Hombre,3
41,Soltero,4929,Bachillerato completo,Satisfecho,Mujer,2
37,Casado,1706,Universitario completo,Insatisfecho,Mujer,3
39,Casado,1990,Universitario completo,Neutro,Mujer,5
31,Soltero,2306,Universitario incompleto,Satisfecho,Hombre,3
50,Soltero,3649,Universitario incompleto,Neutro,Mujer,1
67,Soltero,1516,Bachillerato incompleto,Satisfecho,Mujer,1
48,Casado,1927,Bachillerato incompleto,Insatisfecho,Hombre,4
42,Casado,2164,Universitario incompleto,Satisfecho,Mujer,4
19,Soltero,1769,Bachillerato completo,Muy insatisfecho,Mujer,1
39,Casado,1943,Bachillerato incompleto,Muy insatisfecho,Mujer,3
55,Soltero,2259,Universitario completo,Neutro,Mujer,4
29,Casado,2717,Universitario completo,Muy insatisfecho,Mujer,6
48,Casado,1879,Bachillerato incompleto,Satisfecho,Mujer,2
36,Soltero,2053,Bachillerato completo,Muy insatisfecho,Mujer,1
27,Casado,1579,Post-universitario,Insatisfecho,Mujer,3
45,Soltero,3222,Post-universitario,Muy satisfecho,Mujer,1
39,Soltero,2970,Universitario incompleto,Satisfecho,Hombre,2
49,Soltero,2037,Universitario incompleto,Insatisfecho,Mujer,1
36,Soltero,2733,Universitario incompleto,Insatisfecho,Hombre,1
47,Soltero,1990,Universitario incompleto,Satisfecho,Hombre,4
62,Soltero,2069,Post-universitario,Neutro,Hombre,1
31,Casado,1721,Bachillerato incompleto,Satisfecho,Hombre,4
35,Soltero,2037,Universitario completo,Muy insatisfecho,Mujer,1
28,Casado,1595,Universitario incompleto,Insatisfecho,Mujer,5
38,Casado,1753,Bachillerato incompleto,Muy satisfecho,Mujer,3
21,Soltero,1548,Universitario incompleto,Muy insatisfecho,Hombre,1
40,Soltero,2180,Bachillerato incompleto,Muy insatisfecho,Mujer,1
26,Casado,1721,Post-universitario,Muy insatisfecho,Hombre,5
34,Soltero,2085,Bachillerato completo,Muy satisfecho,Hombre,1
24,Casado,1785,Bachillerato completo,Satisfecho,Hombre,3
36,Soltero,1927,Universitario completo,Satisfecho,Mujer,3
44,Soltero,1832,Universitario completo,Muy insatisfecho,Mujer,4
40,Casado,2559,Bachillerato completo,Satisfecho,Hombre,2
61,Casado,1579,Universitario incompleto,Satisfecho,Hombre,2
52,Soltero,5166,Bachillerato incompleto,Muy satisfecho,Hombre,1
67,Casado,4597,Bachillerato completo,Muy satisfecho,Hombre,2
50,Casado,2480,Universitario completo,Muy satisfecho,Hombre,4
37,Soltero,1864,Bachillerato completo,Neutro,Hombre,1
72,Casado,2164,Universitario incompleto,Muy satisfecho,Hombre,2
27,Soltero,2527,Bachillerato completo,Muy satisfecho,Hombre,2
36,Soltero,2116,Universitario completo,Insatisfecho,Mujer,1
42,Soltero,2733,Bachillerato completo,Satisfecho,Mujer,1
29,Soltero,1958,Bachillerato incompleto,Insatisfecho,Hombre,1
31,Soltero,1737,Universitario incompleto,Muy insatisfecho,Mujer,1
54,Casado,1753,Bachillerato incompleto,Muy satisfecho,Mujer,2
50,Soltero,3586,Universitario incompleto,Neutro,Hombre,1
27,Soltero,1816,Bachillerato completo,Satisfecho,Hombre,1
58,Casado,3301,Bachillerato incompleto,Muy satisfecho,Mujer,4
51,Casado,1927,Bachillerato completo,Satisfecho,Mujer,4
61,Casado,2148,Universitario completo,Muy insatisfecho,Hombre,2
42,Casado,1879,Bachillerato incompleto,Insatisfecho,Hombre,5
37,Soltero,2875,Universitario completo,Insatisfecho,Hombre,1
61,Soltero,3823,Bachillerato completo,Insatisfecho,Mujer,1
47,Soltero,1927,Bachillerato incompleto,Neutro,Mujer,1
38,Soltero,1895,Bachillerato completo,Insatisfecho,Hombre,4
40,Soltero,2101,Universitario completo,Neutro,Hombre,1
37,Casado,2195,Universitario completo,Muy satisfecho,Hombre,5
53,Casado,2464,Bachillerato completo,Neutro,Mujer,4
44,Casado,3902,Bachillerato completo,Insatisfecho,Hombre,4
44,Soltero,2132,Post-universitario,Muy satisfecho,Mujer,1
36,Casado,1864,Universitario incompleto,Neutro,Hombre,4
31,Casado,1879,Bachillerato completo,Insatisfecho,Hombre,3
64,Soltero,1737,Bachillerato incompleto,Satisfecho,Hombre,1
43,Casado,3870,Universitario incompleto,Muy satisfecho,Hombre,5
38,Casado,2037,Bachillerato completo,Satisfecho,Mujer,4
35,Casado,2227,Universitario completo,Satisfecho,Hombre,4
64,Soltero,3396,Universitario incompleto,Satisfecho,Hombre,1
39,Soltero,1785,Bachillerato completo,Neutro,Mujer,1
41,Soltero,2053,Bachillerato completo,Satisfecho,Hombre,1
58,Soltero,1895,Universitario completo,Muy satisfecho,Mujer,1
53,Casado,2353,Universitario incompleto,Muy satisfecho,Hombre,3
44,Soltero,1879,Universitario completo,Muy satisfecho,Hombre,1
57,Soltero,2290,Universitario incompleto,Neutro,Hombre,1
43,Casado,1864,Bachillerato incompleto,Neutro,Hombre,4
57,Soltero,4629,Bachillerato incompleto,Muy satisfecho,Hombre,1
30,Casado,1737,Bachillerato incompleto,Insatisfecho,Mujer,5
43,Soltero,1927,Bachillerato incompleto,Muy insatisfecho,Mujer,1
37,Casado,1800,Post-universitario,Insatisfecho,Mujer,5
51,Soltero,1879,Post-universitario,Neutro,Mujer,2
59,Soltero,3128,Bachillerato completo,Muy satisfecho,Hombre,1
33,Soltero,2480,Bachillerato completo,Muy satisfecho,Mujer,2
46,Soltero,2085,Bachillerato completo,Satisfecho,Hombre,1
33,Casado,2022,Universitario incompleto,Insatisfecho,Mujer,4
23,Casado,1627,Universitario completo,Neutro,Mujer,4
35,Soltero,1706,Bachillerato completo,Neutro,Hombre,1
46,Soltero,3064,Bachillerato completo,Insatisfecho,Hombre,1
72,Soltero,1642,Bachillerato completo,Muy insatisfecho,Mujer,1
23,Casado,1816,Bachillerato completo,Muy insatisfecho,Mujer,5
40,Soltero,1848,Post-universitario,Muy insatisfecho,Hombre,1
46,Soltero,2259,Post-universitario,Muy satisfecho,Hombre,3
26,Soltero,1848,Universitario completo,Muy insatisfecho,Mujer,2
25,Soltero,1706,Universitario incompleto,Muy insatisfecho,Mujer,1
47,Casado,2480,Bachillerato completo,Satisfecho,Hombre,2
44,Casado,1848,Bachillerato completo,Neutro,Hombre,5
24,Soltero,1737,Universitario completo,Insatisfecho,Mujer,1
18,Soltero,1627,Bachillerato incompleto,Insatisfecho,Hombre,1
23,Soltero,1627,Universitario completo,Muy insatisfecho,Mujer,1
56,Casado,3459,Universitario completo,Insatisfecho,Hombre,2
34,Casado,1832,Bachillerato completo,Insatisfecho,Mujer,2
39,Casado,1642,Universitario completo,Muy insatisfecho,Hombre,4
29,Casado,2496,Universitario incompleto,Neutro,Mujer,3
30,Soltero,2338,Bachillerato completo,Neutro,Mujer,3
74,Soltero,1516,Bachillerato incompleto,Insatisfecho,Mujer,1
42,Casado,2085,Universitario incompleto,Neutro,Mujer,3
54,Casado,2148,Bachillerato incompleto,Satisfecho,Mujer,2
38,Soltero,1800,Universitario incompleto,Satisfecho,Mujer,3
50,Casado,2006,Post-universitario,Neutro,Mujer,4
39,Casado,2227,Bachillerato completo,Satisfecho,Mujer,2
50,Soltero,2132,Universitario completo,Neutro,Mujer,1
26,Casado,1674,Universitario incompleto,Muy insatisfecho,Hombre,4
36,Soltero,2148,Bachillerato completo,Insatisfecho,Hombre,2
26,Casado,2069,Universitario completo,Satisfecho,Hombre,5
53,Soltero,2685,Bachillerato completo,Muy satisfecho,Mujer,1
27,Casado,2022,Universitario incompleto,Neutro,Mujer,3
20,Casado,1816,Bachillerato completo,Satisfecho,Mujer,3
21,Soltero,1563,Universitario incompleto,Satisfecho,Mujer,1
35,Casado,1816,Universitario incompleto,Muy insatisfecho,Hombre,5
58,Soltero,2543,Universitario completo,Neutro,Mujer,1
39,Soltero,2322,Bachillerato completo,Muy insatisfecho,Hombre,1
35,Casado,1737,Post-universitario,Muy insatisfecho,Mujer,5
28,Casado,1848,Universitario incompleto,Muy satisfecho,Hombre,4
30,Casado,1943,Universitario completo,Satisfecho,Hombre,5
41,Casado,3333,Bachillerato completo,Muy satisfecho,Mujer,3
29,Soltero,1816,Universitario completo,Satisfecho,Mujer,1
70,Casado,1658,Post-universitario,Satisfecho,Mujer,2
50,Soltero,1642,Universitario incompleto,Insatisfecho,Hombre,1
27,Soltero,1627,Universitario completo,Muy insatisfecho,Hombre,1
23,Casado,1864,Universitario completo,Muy insatisfecho,Mujer,6
60,Soltero,3207,Bachillerato completo,Neutro,Hombre,1
42,Casado,2543,Bachillerato completo,Muy satisfecho,Hombre,2
28,Casado,2306,Bachillerato completo,Satisfecho,Hombre,4
42,Casado,2164,Universitario incompleto,Insatisfecho,Hombre,2
63,Soltero,2448,Bachillerato incompleto,Muy satisfecho,Mujer,2
45,Soltero,1927,Bachillerato completo,Muy insatisfecho,Mujer,2
43,Casado,2243,Bachillerato completo,Neutro,Mujer,2
49,Casado,3333,Bachillerato incompleto,Satisfecho,Mujer,4
65,Casado,4945,Bachillerato incompleto,Muy satisfecho,Mujer,2
25,Soltero,2006,Bachillerato completo,Neutro,Hombre,1
62,Casado,4328,Bachillerato incompleto,Insatisfecho,Hombre,3
40,Soltero,1990,Bachillerato completo,Muy satisfecho,Mujer,1
30,Soltero,2101,Universitario completo,Muy satisfecho,Mujer,2
52,Casado,2511,Bachillerato incompleto,Neutro,Hombre,2
57,Casado,5940,Universitario incompleto,Satisfecho,Hombre,2
39,Casado,2274,Bachillerato completo,Satisfecho,Hombre,5
37,Casado,1958,Universitario incompleto,Satisfecho,Mujer,2
39,Soltero,1769,Bachillerato incompleto,Neutro,Mujer,2
43,Casado,4629,Post-universitario,Muy satisfecho,Mujer,2
60,Soltero,2148,Universitario completo,Satisfecho,Hombre,1
50,Soltero,2401,Post-universitario,Muy insatisfecho,Hombre,1
46,Casado,2385,Bachillerato incompleto,Insatisfecho,Mujer,4
55,Casado,1958,Bachillerato completo,Insatisfecho,Hombre,3
51,Casado,6872,Bachillerato completo,Muy satisfecho,Mujer,4
48,Soltero,1958,Universitario completo,Neutro,Hombre,1
39,Soltero,2432,Universitario incompleto,Satisfecho,Hombre,1
24,Soltero,1690,Universitario incompleto,Muy insatisfecho,Hombre,2
28,Casado,1832,Bachillerato incompleto,Neutro,Hombre,5
41,Casado,2432,Bachillerato completo,Neutro,Mujer,2
29,Soltero,1911,Universitario incompleto,Satisfecho,Hombre,1
73,Soltero,2638,Bachillerato incompleto,Muy satisfecho,Hombre,1
44,Casado,2448,Universitario incompleto,Muy satisfecho,Mujer,3
29,Soltero,1658,Bachillerato completo,Satisfecho,Hombre,4
24,Casado,1611,Bachillerato completo,Muy insatisfecho,Mujer,2
30,Casado,1800,Bachillerato completo,Neutro,Mujer,3
36,Casado,2085,Bachillerato completo,Satisfecho,Mujer,5
39,Soltero,3033,Universitario completo,Neutro,Hombre,1
69,Casado,1579,Bachillerato incompleto,Satisfecho,Mujer,2
42,Soltero,1832,Bachillerato completo,Neutro,Mujer,3
40,Soltero,1958,Bachillerato completo,Muy insatisfecho,Mujer,3
45,Casado,6398,Bachillerato completo,Muy satisfecho,Mujer,4
40,Soltero,1706,Bachillerato completo,Muy insatisfecho,Hombre,1
61,Casado,1627,Universitario completo,Neutro,Mujer,2
74,Casado,1879,Bachillerato completo,Muy satisfecho,Hombre,3
22,Casado,1690,Bachillerato completo,Insatisfecho,Mujer,4
42,Casado,1848,Bachillerato completo,Insatisfecho,Mujer,5
30,Soltero,2306,Universitario completo,Insatisfecho,Mujer,1
61,Soltero,4692,Universitario incompleto,Muy satisfecho,Mujer,1
36,Soltero,1769,Universitario incompleto,Insatisfecho,Hombre,1
35,Soltero,1895,Bachillerato completo,Satisfecho,Mujer,1
34,Casado,2306,Universitario incompleto,Insatisfecho,Mujer,5
26,Casado,2069,Universitario incompleto,Muy insatisfecho,Mujer,2
46,Soltero,2006,Bachillerato completo,Muy insatisfecho,Mujer,1
51,Casado,4723,Bachillerato incompleto,Muy satisfecho,Mujer,2
62,Casado,2669,Bachillerato incompleto,Muy satisfecho,Hombre,2
40,Casado,2022,Bachillerato incompleto,Neutro,Hombre,2
66,Casado,1990,Bachillerato incompleto,Muy satisfecho,Mujer,2
40,Soltero,3507,Bachillerato completo,Muy satisfecho,Hombre,1
37,Soltero,1627,Universitario incompleto,Muy insatisfecho,Mujer,1
